interesting,0.75,,0.425,0.425,0.75
join,0.422,,0.3,0.3,0.422
joke,0.36,,0.3,0.3,0.36
kewl,0.594,,0.325,0.325,0.594
kudos,0.672,,0.575,0.575,0.672
laugh,0.734,,0.65,0.65,0.734
laughable,0.11,,0.05,0.05,0.11
liked,0.876,,0.45,0.45,0.876
lmao,0.656,,0.5,0.5,0.725
lmfao,0.188,,0.625,0.188,0.625
lol,0.25,,0.725,0.25,0.725
love,0.876,,0.8,0.8,0.876
loved,0.86,,0.725,0.725,0.86
lovely,0.828,,0.7,0.7,0.828
loves,0.984,,0.675,0.675,0.984
loving,0.876,,0.725,0.725,0.876
luck,0.672,,0.5,0.5,0.672
magnificent,0.844,,0.725,0.725,0.844
marvelous,0.828,,0.725,0.725,0.828
nice,0.718,,0.45,0.45,0.718
nicely,0.626,,0.475,0.475,0.626
np,0.188,,0.35,0.188,0.35
ok,0.188,,0.4,0.188,0.4
okay,0.376,,0.225,0.225,0.376
party,0.688,,0.425,0.425,0.688
peace,0.546,,0.625,0.546,0.625
perfect,0.766,,0.675,0.675,0.766
perfection,0.89,,0.675,0.675,0.89
play,0.672,,0.35,0.35,0.672
playing,0.344,,0.2,0.2,0.344
pleasant,0.782,,0.575,0.575,0.782
pleasantly,0.484,,0.525,0.484,0.525
please,0.422,,0.325,0.325,0.422
pleased,0.704,,0.475,0.475,0.704
pleasure,0.656,,0.675,0.656,0.675
positive,0.844,,0.65,0.65,0.844
pretty,0.766,,0.55,0.55,0.766
promote,0.532,,0.4,0.4,0.532
ready,0.516,,0.375,0.375,0.516
recommend,0.468,,0.375,0.375,0.468
recommended,0.484,,0.2,0.2,0.484
recommends,0.328,,0.225,0.225,0.328
relaxed,0.688,,0.55,0.55,0.688
relaxing,0.812,,0.55,0.55,0.812
relieve,0.516,,0.375,0.375,0.516
respect,0.688,,0.525,0.525,0.688
rich,0.218,,0.65,0.218,0.65
safe,0.562,,0.475,0.475,0.562
satisfied,0.532,,0.45,0.45,0.532
share,0.532,,0.3,0.3,0.532
sharing,0.61,,0.45,0.45,0.61
smile,0.688,,0.375,0.375,0.688
smiles,0.734,,0.525,0.525,0.734
smiling,0.672,,0.5,0.5,0.672
stimulate,0.61,,0.225,0.225,0.61
sunny,0.688,,0.45,0.45,0.688
sunshine,0.796,,0.55,0.55,0.796
superb,0.812,,0.775,0.775,0.812
support,0.672,,0.425,0.425,0.672
sure,0.422,,0.325,0.325,0.422
surprises,0.39,,0.225,0.225,0.39
sweet,0.782,,0.5,0.5,0.782
terrific,0.656,,0.525,0.525,0.656
thank,0.578,,0.375,0.375,0.578
thanks,0.468,,0.475,0.468,0.475
thrilled,0.812,,0.475,0.475,0.812
thx,0.546,,0.375,0.375,0.546
tnx,0.344,,0.275,0.275,0.344
top,0.328,,0.2,0.2,0.328
truth,0.656,,0.325,0.325,0.656
vip,0.672,,0.575,0.575,0.672
w00t,0.672,,0.55,0.55,0.672
want,0.36,,0.075,0.075,0.36
welcome,0.484,,0.5,0.484,0.5
well,0.468,,0.275,0.275,0.468
wish,0.578,,0.425,0.425,0.578
won,0.626,,0.675,0.626,0.675
wonderful,0.844,,0.675,0.675,0.844
woo,0.578,,0.525,0.525,0.578
woohoo,0.796,,0.575,0.575,0.796
woot,0.688,,0.45,0.45,0.688
wow,0.734,,0.7,0.7,0.734
xoxo,0.718,,0.75,0.718,0.75
yay,0.516,,0.6,0.516,0.6
yeah,0.718,,0.3,0.3,0.718
yep,0.344,,0.3,0.3,0.344
yes,0.5,,0.425,0.425,0.5
yummy,0.704,,0.6,0.6,0.704
):,-0.296,,-0.45,-0.45,-0.296
:(,-0.454,,-0.475,-0.475,-0.454
:'(,-0.562,,-0.55,-0.562,-0.55
:/,-0.374,,-0.35,-0.374,-0.35
:|,-0.062,,-0.1,-0.1,-0.062
:s,-0.094,,-0.3,-0.3,-0.094
abuse,-0.968,,-0.8,-0.968,-0.8
ache,-0.61,,-0.4,-0.61,-0.4
appalling,-0.782,,-0.375,-0.782,-0.375
ashamed,-0.874,,-0.525,-0.874,-0.525
ass,-0.406,,-0.625,-0.625,-0.406
awful,-0.594,,-0.5,-0.594,-0.5
awkward,-0.594,,-0.15,-0.594,-0.15
bad,-0.5,,-0.625,-0.625,-0.5
badly,-0.328,,-0.525,-0.525,-0.328
banned,-0.718,,-0.5,-0.718,-0.5
bastard,-0.812,,-0.625,-0.812,-0.625
bitch,-0.782,,-0.7,-0.782,-0.7
bitches,-0.984,,-0.725,-0.984,-0.725
bored,-0.156,,-0.275,-0.275,-0.156
bother,-0.39,,-0.35,-0.39,-0.35
boycott,-0.374,,-0.325,-0.374,-0.325
broke,-0.594,,-0.45,-0.594,-0.45
broken,-0.718,,-0.525,-0.718,-0.525
bullying,-0.672,,-0.725,-0.725,-0.672
bummer,-0.39,,-0.4,-0.4,-0.39
cancelled,-0.406,,-0.25,-0.406,-0.25
can't stand,-0.766,,-0.5,-0.766,-0.5
cheat,-0.782,,-0.5,-0.782,-0.5
cheating,-0.624,,-0.65,-0.65,-0.624
cry,-0.5,,-0.525,-0.525,-0.5
crying,-0.61,,-0.525,-0.61,-0.525
d:,-0.172,,-0.725,-0.725,0.3
damn,-0.656,,-0.425,-0.656,-0.425
death,-0.938,,-0.725,-0.938,-0.725
delay,-0.422,,-0.325,-0.422,-0.325
depressed,-0.704,,-0.575,-0.704,-0.575
depressing,-0.766,,-0.4,-0.766,-0.4
despair,-0.86,,-0.325,-0.86,-0.325
desperate,-0.578,,-0.325,-0.578,-0.325
despise,-0.89,,-0.35,-0.89,-0.35
dick,-0.546,,-0.575,-0.575,-0.546
died,-0.906,,-0.65,-0.906,-0.65
dirty,-0.578,,-0.475,-0.578,-0.475
disappointed,-0.688,,-0.525,-0.688,-0.525
disbelieve,-0.234,,-0.3,-0.3,-0.234
disgrace,-0.812,,-0.55,-0.812,-0.55
disgust,-0.734,,-0.725,-0.734,-0.725
disgusted,-0.844,,-0.6,-0.844,-0.6
disgusting,-0.844,,-0.6,-0.844,-0.6
disgusts,-0.782,,-0.525,-0.782,-0.525
dislike,-0.484,,-0.4,-0.484,-0.4
disrespect,-0.562,,-0.45,-0.562,-0.45
distrust,-0.39,,-0.45,-0.45,-0.39
disturbing,-0.922,,-0.575,-0.922,-0.575
dreadful,-0.64,,-0.475,-0.64,-0.475
dumb,-0.532,,-0.575,-0.575,-0.532
embarrassed,-0.266,,-0.375,-0.375,-0.266
embarrassing,-0.36,,-0.4,-0.4,-0.36
embarrassment,-0.734,,-0.475,-0.734,-0.475
empty,-0.39,,-0.2,-0.39,-0.2
fail,-0.734,,-0.625,-0.734,-0.625
failed,-0.688,,-0.575,-0.688,-0.575
fake,-0.454,,-0.525,-0.525,-0.454
forget,-0.484,,-0.225,-0.484,-0.225
fuck,-0.578,,-0.625,-0.625,-0.578
fucked,-0.656,,-0.85,-0.85,-0.656
gag,-0.546,,-0.35,-0.546,-0.35
hard,-0.454,,-0.1,-0.454,-0.1
hate,-0.874,,-0.675,-0.874,-0.675
hates,-0.812,,-0.475,-0.812,-0.475
hatred,-0.874,,-0.8,-0.874,-0.8
heartbroken,-0.562,,-0.825,-0.825,-0.562
hell,-0.766,,-0.9,-0.9,-0.766
hopeless,-0.64,,-0.5,-0.64,-0.5
horrendous,-0.89,,-0.7,-0.89,-0.7
horrible,-0.89,,-0.625,-0.89,-0.625
horrid,-0.828,,-0.625,-0.828,-0.625
horrific,-0.796,,-0.85,-0.85,-0.796
horrified,-0.75,,-0.625,-0.75,-0.625
horror,-0.796,,-0.675,-0.796,-0.675
hurt,-0.374,,-0.6,-0.6,-0.374
hurts,-0.64,,-0.525,-0.64,-0.525
ignorant,-0.734,,-0.275,-0.734,-0.275
ignore,-0.25,,-0.375,-0.375,-0.25
ignored,-0.484,,-0.325,-0.484,-0.325
ill,-0.672,,-0.45,-0.672,-0.45
impersonal,-0.25,,-0.325,-0.325,-0.25
jumpy,-0.282,,-0.25,-0.282,-0.25
kill,-0.968,,-0.925,-0.968,-0.925
killed,-0.922,,-0.875,-0.922,-0.875
leave,-0.516,,-0.05,-0.516,-0.05
liar,-0.718,,-0.575,-0.718,-0.575
lonely,-0.234,,-0.375,-0.375,-0.234
lose,-0.562,,-0.425,-0.562,-0.425
losing,-0.546,,-0.4,-0.546,-0.4
lost,-0.454,,-0.325,-0.454,-0.325
low,-0.188,,-0.275,-0.275,-0.188
mad,-0.624,,-0.55,-0.624,-0.55
mediocrity,-0.36,,-0.075,-0.36,-0.075
mess,-0.656,,-0.375,-0.656,-0.375
missed,-0.156,,-0.3,-0.3,-0.156
misses,-0.188,,-0.225,-0.225,-0.188
missing,-0.282,,-0.3,-0.3,-0.282
morons,-0.656,,-0.325,-0.656,-0.325
murdered,-0.938,,-0.85,-0.938,-0.85
nasty,-0.688,,-0.65,-0.688,-0.65
neurotic,-0.5,,-0.35,-0.5,-0.35
offense,-0.266,,-0.25,-0.266,-0.25
offensive,-0.624,,-0.5,-0.624,-0.5
pathetic,-0.86,,-0.675,-0.86,-0.675
pay,-0.016,,-0.1,-0.1,-0.016
poor,-0.546,,-0.525,-0.546,-0.525
reject,-0.922,,-0.425,-0.922,-0.425
ridiculous,-0.454,,-0.375,-0.454,-0.375
rotten,-0.734,,-0.575,-0.734,-0.575
rude,-0.64,,-0.5,-0.64,-0.5
ruining,-0.704,,-0.25,-0.704,-0.25
sad,-0.562,,-0.525,-0.562,-0.525
sadly,-0.266,,-0.45,-0.45,-0.266
scare,-0.484,,-0.55,-0.55,-0.484
scary,-0.296,,-0.55,-0.55,-0.296
selfish,-0.468,,-0.525,-0.525,-0.468
shameful,-0.61,,-0.55,-0.61,-0.55
shit,-0.75,,-0.65,-0.75,-0.65
shocking,-0.406,,-0.425,-0.425,-0.406
sick,-0.718,,-0.575,-0.718,-0.575
sinister,-0.796,,-0.725,-0.796,-0.725
smartass,-0.688,,-0.525,-0.688,-0.525
smh,-0.172,,-0.325,-0.325,-0.172
sore,-0.454,,-0.375,-0.454,-0.375
sorry,-0.344,,-0.075,-0.344,-0.075
stinks,-0.75,,-0.25,-0.75,-0.25
stunk,-0.438,,-0.4,-0.438,-0.4
sucks,-0.874,,-0.375,-0.874,-0.375
swear,-0.328,,-0.05,-0.328,-0.05
terrible,-0.704,,-0.525,-0.704,-0.525
tired,-0.218,,-0.475,-0.475,-0.218
tragedy,-0.906,,-0.85,-0.906,-0.85
ugh,-0.282,,-0.45,-0.45,-0.282
ugly,-0.828,,-0.575,-0.828,-0.575
unacceptable,-0.922,,-0.5,-0.922,-0.5
unattractive,-0.484,,-0.475,-0.484,-0.475
unfair,-0.282,,-0.525,-0.525,-0.282
unfortunately,-0.468,,-0.35,-0.468,-0.35
unhappy,-0.532,,-0.45,-0.532,-0.45
unsure,-0.172,,-0.25,-0.25,-0.172
upset,-0.766,,-0.4,-0.766,-0.4
useless,-0.796,,-0.45,-0.796,-0.45
victims,-0.766,,-0.325,-0.766,-0.325
vile,-0.812,,-0.775,-0.812,-0.775
waste,-0.39,,-0.45,-0.45,-0.39
wasted,-0.484,,-0.55,-0.55,-0.484
woeful,-0.438,,-0.475,-0.475,-0.438
worried,-0.328,,-0.3,-0.328,-0.3
worse,-0.454,,-0.525,-0.525,-0.454
worst,-0.718,,-0.775,-0.775,-0.718
worthless,-0.688,,-0.475,-0.688,-0.475
wrong,-0.454,,-0.525,-0.525,-0.454
